timestamp,pipeline_pressure_psi,flow_rate_bblh,temperature_c,is_anomaly
2026-01-01 00:00:00,712.6539607573229,2392.6634570314577,22.139548648133477,0
2026-01-01 00:15:00,695.1206011703597,2597.0113447196923,24.78755197356561,0
2026-01-01 00:30:00,,1911.896876067548,25.682480014112272,0
2026-01-01 00:45:00,716.8337604976673,2553.807656423589,27.71418804220796,0
2026-01-01 01:00:00,693.9110375531648,2481.5404088669693,20.605886585144223,0
2026-01-01 01:15:00,690.0047924811586,2495.0042334944947,26.776525285788285,0
2026-01-01 01:30:00,,2550.899615500078,19.9262397717088,0
2026-01-01 01:45:00,710.7921571572849,2383.247914460154,24.347194894756797,0
2026-01-01 02:00:00,767.4325256336587,1992.0348234235987,25.735072766183706,1
2026-01-01 02:15:00,716.4610814752091,,25.106591757766616,0
2026-01-01 02:30:00,713.6124978323836,2411.71252413539,24.779971646975756,0
2026-01-01 02:45:00,686.6816595761287,2466.5470547428276,21.130937843047768,0
2026-01-01 03:00:00,706.9566035547192,2476.7494087602777,23.47453034472242,0
2026-01-01 03:15:00,690.5698286525366,2355.9234902659323,25.177598155674147,0
2026-01-01 03:30:00,689.8375283333083,2548.0692537015666,24.81540135707123,0
2026-01-01 03:45:00,677.1035057442874,2556.091530331606,23.68168291351002,0
2026-01-01 04:00:00,779.7527789997152,1960.4742107606626,25.19791828173466,1
2026-01-01 04:15:00,713.2253321161483,2413.671031900867,26.215283725994947,0
2026-01-01 04:30:00,683.6160568996913,2519.657458289009,22.702910004416605,0
2026-01-01 04:45:00,682.8414386211768,2361.2736888607596,24.88977976999411,0
2026-01-01 05:00:00,711.109752686056,2557.3087702505914,31.609670774905414,0
2026-01-01 05:15:00,689.2868900030564,2469.343603111547,21.414461306467043,0
2026-01-01 05:30:00,695.8997683877016,2554.8001936028654,21.787556527118625,0
2026-01-01 05:45:00,682.9443445955864,2440.0897131611096,25.282579648612284,0
2026-01-01 06:00:00,699.2886840474476,2464.7453453687294,22.38641477358428,0
2026-01-01 06:15:00,706.3821271268162,,25.119750051658244,0
2026-01-01 06:30:00,713.4872278649672,2618.5323837788724,22.79859753469319,0
2026-01-01 06:45:00,699.9605233187898,5218.282448534215,26.29406159378232,0
2026-01-01 07:00:00,698.7334909115023,2449.168675004053,29.70128673180768,0
2026-01-01 07:15:00,691.4705587068189,2482.477458275762,26.56181984063294,0
2026-01-01 07:30:00,,2508.0263318822713,27.857028001521424,0
2026-01-01 07:45:00,726.9406053322388,2351.580513091389,21.958551805027955,0
2026-01-01 08:00:00,696.0718757102982,2553.311907076313,22.829840730069254,0
2026-01-01 08:15:00,685.1714556483026,2520.53836645308,17.61506470978407,0
2026-01-01 08:30:00,698.5274145112498,2495.2799989706427,23.160615476209948,0
2026-01-01 08:45:00,688.1427438960492,2627.5066097662993,26.49943131802155,0
2026-01-01 09:00:00,711.6999004044573,2521.003686469725,25.3393111548884,0
2026-01-01 09:15:00,1015.332425357115,2463.6474614189915,22.90488691112998,0
2026-01-01 09:30:00,677.8090733179766,2595.4521722650557,25.17144051635369,0
2026-01-01 09:45:00,710.9898641138215,2404.2650691531608,22.85059457039728,0
2026-01-01 10:00:00,711.14065004996,,26.17448357485905,0
2026-01-01 10:15:00,1059.57186738562,2515.8411780615565,26.93790331133777,0
2026-01-01 10:30:00,696.9895751900111,2420.989306865089,21.947531966426297,0
2026-01-01 10:45:00,685.9281453453382,2551.2672678430486,26.30561211699629,0
2026-01-01 11:00:00,683.0927395981555,2513.6800885439775,26.31912291289202,0
2026-01-01 11:15:00,688.8776386134451,2518.476086652514,24.245067709447188,0
2026-01-01 11:30:00,692.0895480017978,2496.0717685657305,25.30917348462895,0
2026-01-01 11:45:00,707.9615854525197,2525.164151388571,29.55629760507747,0
